Flow Duration,Total Fwd Packets,Total Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Std,Label
39714,8,3,198,235,9981.84298056519,363.1794548996996,1138.327278489643,4100.635647834886,5248.8251863262085,0,1.0,0.0,0.0,45,37,49.95666708105076,92.4538743574279,51.613859482700484,138.36496265080865,BENIGN
21085,7,11,352,261,9175.28467784115,159.23934872487067,6035.122696397173,1892.7156528756702,7743.411252470413,0,0.0,0.0,0.0,41,26,194.747244388269,108.74404790006831,363.7029679588683,91.22252766281176,BENIGN
4255,17,7,135,329,589.5637574570392,435.06470246934737,2373.5651653601976,7151.664815140545,7587.263915812391,1,0.0,0.0,0.0,28,23,182.86425790687713,74.31015415339293,177.74307922932624,109.58306640264577,BENIGN
62576,2,11,391,88,36857.51436292543,424.8897442968677,2752.0546210657253,6398.195382795121,7700.834714552988,0,1.0,0.0,0.0,40,35,50.61667401472842,65.32416384735274,167.3167207476634,107.3096298144118,BENIGN
6842,12,13,200,106,3573.430902785647,434.3130476513658,2656.3246434974967,791.6204014580771,5090.455556706458,0,1.0,0.0,0.0,24,40,19.51088502966495,123.23092861739931,472.73352548402625,140.80830431979987,BENIGN
87590,6,3,74,227,4165.979836133776,497.84204144741574,2417.7930951199396,1757.6626246580076,5012.522166212275,1,1.0,0.0,0.0,21,32,120.41295050670533,14.306322248674936,466.53296736212843,85.02485714255224,BENIGN
48295,18,2,420,384,3982.2256547727297,3.904534340350383,1888.7388125769317,1241.1161794904103,3872.1250062114473,0,1.0,0.0,0.0,47,58,48.95334194137607,39.58725815610166,163.84126380393454,98.15478950778805,BENIGN
1471,3041,8,93,1,3745300.928941574,19787.593682831008,90.54437718004041,12.800633067803261,46.847883914001436,0,0.0,0.0,0.0,20,11,31042.56436832629,66.50585942730896,56.018089084062744,36.18692174894399,FTP-Patator
21651,18,4,112,84,33814.66733028146,23.986981757822495,6147.658888444569,3493.235761106104,4494.007536407193,1,1.0,0.0,0.0,47,36,92.77816113787732,30.24727853173811,430.567385558156,121.30391815740387,BENIGN
1309,3158,6,65,12,5823093.558942044,82093.15888820989,40.98581266481825,13.643617759243979,14.509394764926064,0,0.0,0.0,0.0,39,17,7495.4258789686755,68.41755959903786,92.34513050323578,10.389333850000119,DDoS
4743,4941,4,56,8,6831294.753097137,60165.85731776838,8.854303599444382,13.154602166804702,19.190253685976526,1,0.0,1.0,0.0,39,11,13739.114417798744,37.26326058181662,89.97040256669717,45.851362476953184,FTP-Patator
12563,2,8,323,212,9737.04946675372,191.38297985135412,6475.37201319937,7789.560216205082,6997.365045717273,0,1.0,0.0,0.0,36,28,1.3986595260445291,121.60144996276368,419.0845448409818,49.2345443575174,BENIGN
23547,4,14,352,57,15009.548079617554,57.80346134608249,7633.995340634313,7157.534726453503,7669.8738625577325,1,1.0,0.0,0.0,54,34,156.6859354450244,146.46996777485418,197.31895213051905,105.36452440848262,BENIGN
4286,2627,7,9,41,7440411.440931734,38561.36247852283,66.70241671825984,8.542001350558982,9.368115014642541,0,0.0,1.0,0.0,26,12,27149.203413160827,98.90536303668554,61.59657039862501,4.709950942784618,FTP-Patator
33130,16,1,258,45,6925.977418951649,493.7373303967124,9042.691444320346,5379.669551397741,418.1243415955291,0,0.0,0.0,0.0,48,42,14.270544308539765,74.34758442997868,244.08284496632663,199.38911272748726,BENIGN
2103,2283,4,97,17,3014126.4765509777,68263.18719587427,69.55742634460523,22.187226685660985,49.11577615980808,0,0.0,0.0,0.0,27,17,25830.215553642687,9.99148358149916,65.07301943778765,30.036682550211054,FTP-Patator
27289,4,2,340,209,31044.84428203829,144.41728478091977,3859.1471721352796,7869.396153484255,2467.2545840987777,0,0.0,0.0,0.0,50,25,87.33261178988764,22.269269819697413,349.621206758855,177.08491214251706,BENIGN
1173,2673,6,5,42,1764364.530723816,11861.410389629411,5.570494885708248,24.82962795704967,22.631802381559613,0,0.0,1.0,0.0,33,15,3558.4391846675885,97.70451146141265,17.28893955292112,40.48797250043473,DDoS
40516,13,9,158,154,10733.733520706228,98.92817065870135,3311.6639101652822,1923.0289547115444,2772.9950049058425,0,0.0,0.0,0.0,56,37,163.50269856876076,121.16485163439029,96.59588113898383,124.49441952413864,BENIGN
4465,3602,7,56,48,8834912.812492779,27060.808942730368,73.86789428797817,7.4472462843098,41.68712579581729,1,0.0,1.0,0.0,21,14,21503.472851097464,97.35290553505264,86.82041741169374,17.622438445904056,SSH-Patator
23399,15,8,455,26,47103.35009270224,341.95218451954594,3310.542519361103,6163.52988878665,2370.9962242032902,1,1.0,0.0,0.0,33,48,93.04515080573107,132.0395911336187,387.4683987617309,151.60124029185823,BENIGN
71476,10,10,452,37,48100.95405593155,149.55065963546048,9917.527191010631,637.4411709118268,5183.1817002947955,0,1.0,0.0,0.0,28,54,91.09966596770624,75.64663942193873,448.2137284980387,118.17762900861578,BENIGN
33088,3,3,131,173,14383.595570586718,140.2395004655665,1910.7016354226942,4554.644190680036,7937.290659383254,0,1.0,0.0,0.0,41,55,85.69406055707944,141.33677420225618,439.45482383334326,193.064735882515,BENIGN
37468,17,3,200,259,34660.091412558875,413.0097593112315,9341.922283414813,5359.711165166263,6346.029021773326,0,0.0,0.0,0.0,22,45,124.13413532780984,14.402721230108915,307.3394452283613,114.59481411244467,BENIGN
2142,2256,2,9,33,4854781.032153284,64452.62563256821,66.25191948399161,3.413317487675621,37.32563013772384,0,0.0,0.0,0.0,33,10,4982.298111355347,46.881204228827144,66.07533292097263,19.461427056446215,DDoS
73766,1,7,407,48,19506.25839718576,137.11006394580448,4763.877676905031,935.8612437393115,7139.65136000919,0,1.0,0.0,0.0,35,24,21.358252410090575,28.588028977584596,162.04918911471069,177.49110184909833,BENIGN
76319,7,7,164,336,28553.49427305382,99.4521211093374,3943.932199090216,1129.0952143835673,6253.367772777393,0,1.0,0.0,0.0,54,41,35.40473300218602,93.98486167720996,76.9665593631516,199.1082979432557,BENIGN
35754,1,4,98,155,22859.284630757767,238.399097171467,2665.2197475375656,5315.799937280292,3128.0985312219163,1,0.0,0.0,0.0,32,58,91.96450767477725,125.24646500347731,206.3560148726487,198.13969367121535,BENIGN
44148,6,13,311,51,15501.758589072171,176.4763718667446,9772.07894666734,1795.090217701147,2429.9883614852306,0,1.0,0.0,0.0,31,57,158.0390311047122,117.25827403364949,292.05190928087507,180.4520880103494,BENIGN
77946,11,12,30,165,41165.9954248534,119.95815393986143,6469.661277051028,2683.304125413082,5619.858038513329,1,1.0,0.0,0.0,38,21,146.25196635358859,141.6607640628998,280.959140730757,95.5014576262813,BENIGN
83062,16,4,238,147,26406.884347280145,221.42121932570225,3963.1011865159116,2844.396939296766,1208.4398306680469,1,1.0,0.0,0.0,37,55,45.751549969698345,94.2973780520236,212.35306680602642,169.52274166066923,BENIGN
57886,5,2,329,170,46563.78166871188,261.1615137131459,4611.4017952768045,2027.2677066285983,5303.791178320845,1,1.0,0.0,0.0,56,36,197.45410912216803,99.99757509128696,417.35138969397593,147.45339460784743,BENIGN
4379,1432,5,58,43,9999180.913735395,97429.24561923786,16.919985024218647,5.582323594610557,9.769840258455345,0,0.0,0.0,0.0,36,5,24691.606713879173,57.72175034502507,77.82660390678234,8.148567837577009,Web Attack
91600,17,11,495,230,38727.945306764435,136.4602843535693,750.8299841515839,2210.4028145398465,6601.565707352222,1,0.0,0.0,0.0,47,20,164.7651739085291,109.80460445120684,431.5007139654063,77.5543777359462,BENIGN
4028,4235,1,98,37,1684009.1005994175,58223.42828800486,66.02169834450315,24.115615091963452,15.963690719859946,0,0.0,0.0,0.0,36,1,9734.252459448264,21.546320271473274,25.108600332011015,33.61309859037162,DDoS
70092,19,10,339,368,19588.327571550548,346.03076928024046,2451.530218599619,1285.8206704563902,5943.78816195539,0,1.0,0.0,0.0,58,53,117.13526226477835,111.45349425254399,271.30521840500876,190.3479505959848,BENIGN
32174,5,5,394,316,10753.80831498429,240.45565899502807,8480.85046122073,7857.341348081665,4898.076655880079,0,1.0,0.0,0.0,21,20,7.6582352280789205,129.0657021815398,199.18993900477435,193.91922811648763,BENIGN
64315,17,5,26,88,26614.74521778476,380.8046452354783,3142.123750623466,1784.1184172792669,2567.904720205327,1,0.0,0.0,0.0,55,41,172.5030570092995,27.945467834517835,321.7554289297228,42.6471883325893,BENIGN
67672,15,7,335,319,25002.061249383692,301.5872126389436,3055.2053394079267,7881.593429049651,900.7291411664064,0,1.0,0.0,0.0,20,25,147.23400571017737,134.92039801068174,203.0610568731879,198.9057705124705,BENIGN
7441,15,8,66,135,41866.44314917382,444.63915206048216,2299.2347863813998,2077.249985332719,3350.0440465325037,1,0.0,0.0,0.0,59,40,141.72500267704314,130.34242777768307,107.02020046089933,149.92185929031615,BENIGN
27762,3,1,328,122,48563.13754340086,446.1652069410666,4930.315744652306,4585.571508833058,6103.0151389157145,0,1.0,0.0,0.0,29,33,87.47575088302469,125.8490581711947,466.0249601557347,23.164246838715556,BENIGN
4324,4130,8,73,38,9940710.679795053,23193.863748006068,49.867325413654015,32.848625344959856,23.189701852221205,1,0.0,0.0,0.0,36,11,42328.98444875671,43.926562193040105,42.76744616466064,17.552475894433094,Web Attack
77848,8,13,206,307,15949.298405782727,325.50507517589745,8691.012444708069,498.76746700170503,5264.18032089896,0,0.0,0.0,0.0,55,31,45.98935837703763,23.730016307823284,130.92266654288238,173.78886539711638,BENIGN
3751,380,8,12,46,4109312.177703567,45062.44292879157,79.0625843657744,29.154699839460058,31.976493814193567,0,0.0,1.0,0.0,38,17,21776.875760132298,11.758861803992438,30.924948905930748,49.11334367268002,DDoS
71968,19,8,223,78,5911.092317344294,300.2566545823346,996.5055098959116,4440.509607185011,7629.943194796595,1,1.0,0.0,0.0,39,46,187.64189052927702,102.84343923405505,118.72745163019759,16.929610922181574,BENIGN
72116,6,11,331,388,41191.57462609341,284.06920924966937,7981.235069305665,4180.187849780537,949.4346950591773,0,1.0,0.0,0.0,30,47,178.1964004506524,88.74893297375034,470.0733768842928,98.92864389384697,BENIGN
19322,11,1,343,334,10438.128681571878,421.0712579270816,3477.2045334839313,4728.8646020312035,6873.132985936805,1,0.0,0.0,0.0,21,41,195.1453035526316,6.293905312822602,215.28748585638002,188.70821889648934,BENIGN
477,1866,9,29,18,4323390.4467281,38196.43019112667,33.81394549233438,29.61209713927125,1.3237535258625561,0,0.0,0.0,0.0,37,5,45151.56783676352,21.73569182676377,63.16168157639728,36.58309716978652,Web Attack
61545,4,14,130,398,19952.948321383934,194.2387554079955,1813.9720977136458,4308.009953428273,3830.590842077507,1,1.0,0.0,0.0,28,28,184.32631684259428,83.97060285037206,335.964777640891,179.61446668449773,BENIGN
97774,9,4,248,200,32301.050463540814,318.97233928715093,1689.9516747886762,3817.895003217831,1980.10002121757,0,0.0,0.0,0.0,54,58,79.88618361190359,97.4051611246297,365.07440166392956,144.24325287431165,BENIGN
18368,2,3,285,172,7200.719938258773,39.6890958536297,1374.4911758785183,3816.6716185219543,4715.5520796353185,1,1.0,0.0,0.0,29,41,59.74409799845246,106.10723553026419,74.91990001840108,79.99393713433116,BENIGN
62646,15,7,386,327,29192.12383719193,140.66715673577517,6930.849962796757,3041.203199793586,6218.953711521715,0,0.0,0.0,0.0,32,53,174.67875745708963,145.93546216920032,292.12356519732975,128.55890684836473,BENIGN
92299,5,5,162,278,34219.66266040207,74.43041095592137,525.3622701084853,6503.776771101293,6936.146453275221,1,1.0,0.0,0.0,57,24,132.0475348003855,79.64561261901488,320.27018615862227,107.52517399977447,BENIGN
34159,3,5,51,28,13712.044886973492,130.45792824669851,8979.442403489047,4032.472107838914,7864.379617454837,0,0.0,0.0,0.0,40,22,91.2431389681003,6.944471043289436,153.37145220553856,42.12824181298475,BENIGN
31678,11,14,127,323,562.4147898858391,395.0826184401561,1937.7092138749892,5376.270705168873,6517.1901200593275,0,0.0,0.0,0.0,33,41,191.58113760570762,84.50962613942244,326.44274253522764,10.005230683089065,BENIGN
2327,3478,7,69,34,5735695.731677332,96804.1982028931,31.926827927556463,21.479658921067053,5.498226935691548,1,0.0,0.0,0.0,30,0,3181.373617976446,32.14480943176285,33.68675708387989,5.69790699215192,PortScan
50145,1,1,462,46,17542.94981430032,88.51510050904851,8425.132279306426,4964.596094472729,4888.640849784049,1,1.0,0.0,0.0,37,27,115.6434389176382,143.05738315263716,425.7296607269448,19.5653601003947,BENIGN
1597,3837,1,4,41,4906652.625688413,18513.272166541035,45.72310769313363,44.97951757260703,10.310735333491358,0,0.0,1.0,0.0,29,8,10272.380853506706,57.99257031083837,80.69674974877083,26.935285784638694,Web Attack
32899,8,6,338,56,26026.96640655082,252.9685495052667,9832.246869639168,5687.463662185177,2232.1306295638374,0,1.0,0.0,0.0,35,54,190.91921494687193,89.46583453859402,479.3916705545572,175.34311432776886,BENIGN
16379,18,14,101,275,7306.712004598476,324.6304492190535,8247.348750900932,6447.116076145585,1398.6960187823527,0,0.0,0.0,0.0,26,43,30.01660225763914,68.44116876939192,232.99175517105544,145.02873868293926,BENIGN
79768,5,6,178,187,40494.55820190319,151.7349699056535,3749.419990658367,2519.9202222334848,6474.3252500048975,0,0.0,0.0,0.0,33,35,64.36877666174814,24.220190590016916,434.1263722174044,121.96519311729504,BENIGN
30189,16,3,127,48,49767.58159878027,232.3473642278793,5584.54418697914,2118.2622633222772,2872.580501203758,0,0.0,0.0,0.0,44,32,138.6543434588327,13.771857431448076,395.3528507797943,184.10011892561326,BENIGN
94533,18,4,458,56,49277.37309796016,119.75724973158655,3505.7846365235055,6904.5943988334,378.134284850586,1,1.0,0.0,0.0,54,20,160.95695691124618,21.601712181770218,173.52646694202,187.60312324522516,BENIGN
64646,16,3,273,398,34477.88848632728,378.37509278281885,2452.254839479933,3218.276802154755,1692.260726591945,1,0.0,0.0,0.0,55,55,23.508429619878513,138.63163354069033,162.8669772532976,98.62343665315838,BENIGN
76564,2,11,205,318,25091.269411332465,458.01567309516287,5899.856110035113,1497.1213361899913,2761.7869526564277,0,0.0,0.0,0.0,29,31,3.802550248477891,18.03922867426015,317.31196272552125,103.48191904172073,BENIGN
2185,1503,1,41,14,6335699.577553764,66367.28404337545,46.75057895646142,41.45026051552181,45.585272237467954,0,0.0,0.0,0.0,33,0,2526.201217993671,79.9067022706694,14.813177455686436,20.82837372457074,PortScan
48915,2,4,345,323,2060.173738286163,430.43053079684387,5870.125325741425,6604.6809458114785,5755.655124429987,0,0.0,0.0,0.0,30,59,102.16563963892294,4.786418239373645,469.47601721249146,29.292229838089124,BENIGN
29091,18,14,395,88,25499.900810353487,462.0804523762517,8693.936425613923,3672.5637102338824,3789.934564829471,1,1.0,0.0,0.0,35,23,158.82345008854347,68.71375199280615,453.3272573843103,12.573032028948264,BENIGN
4634,2430,5,88,27,5992061.628140896,64339.77784011067,27.62123174748522,44.785548684340974,12.7509875398289,0,0.0,1.0,0.0,36,4,33235.20439712991,18.954120927656327,14.647073481413562,17.184566245810316,FTP-Patator
1956,3,6,366,340,9411.650261335319,491.80242888423777,1727.941495861129,2236.6841984080447,1574.053555881189,1,0.0,0.0,0.0,36,48,85.69804509445201,34.726277408191585,245.15894073978447,159.88666677746616,BENIGN
4482,3030,7,25,14,1575972.2234257092,16671.922049774825,4.246991759551504,1.8622010921125784,17.238949356547067,0,0.0,1.0,0.0,31,18,39058.99399513067,6.89117253099627,3.4148320558408654,26.576794900499088,Web Attack
19030,17,11,363,58,8661.589693780485,45.61353471840463,8720.856106163123,2053.5342366274854,6486.601371119554,0,0.0,0.0,0.0,50,28,79.4913449207219,141.75749262815842,179.9490198107973,171.14444105160422,BENIGN
58980,8,6,143,227,24910.42983338097,113.99386954520972,8771.229220354404,7667.491183814031,5561.783843580027,1,0.0,0.0,0.0,43,52,79.81069263258473,12.929919171085343,328.9344889186886,88.1164549103739,BENIGN
95754,11,6,70,236,44541.77988021393,53.43464333274533,2821.8933740143334,615.1350120752389,7426.588942237407,0,0.0,0.0,0.0,30,21,14.499566987151894,124.98295575413883,50.04405531281347,111.55253588842537,BENIGN
40791,10,14,209,173,32953.63900270462,349.36276806689597,2641.831936674611,7240.651150104979,7636.7813954554185,0,0.0,0.0,0.0,45,21,199.7375079737913,47.42021815327891,113.12086564598039,45.68350436694501,BENIGN
52707,10,14,87,118,34030.80590103738,472.2061091300083,3233.4902005964864,1832.9770206633395,2973.4239217034024,1,0.0,0.0,0.0,44,37,79.22548028349021,2.810676813805813,334.6262056250655,101.87705081639771,BENIGN
84297,15,12,148,286,18071.76890883304,282.0931393626339,3159.6614886988723,176.82230714350817,2088.6891074786577,1,1.0,0.0,0.0,33,24,183.43473755483737,66.41304909629025,467.81186679918807,90.04758053101338,BENIGN
50733,1,3,279,243,25431.67660124656,379.6192082891385,7553.067333013499,7453.415377330134,7672.633702889135,1,1.0,0.0,0.0,31,43,176.70739982882765,78.31474230086776,478.75126715980963,152.26786437111463,BENIGN
711,4159,3,69,43,6379105.074662615,8590.413828331173,4.9293917159917084,45.72778792611869,49.21501381140041,1,0.0,0.0,0.0,28,2,17940.81255737634,6.112438591918334,8.502222949876966,7.721433509524305,SSH-Patator
55530,7,11,330,125,44274.602445302204,398.36315922896216,1207.79783174733,1801.1811600010333,6820.617986225106,0,0.0,0.0,0.0,28,59,198.43323253836337,1.159174417757789,405.97402702122696,100.5681277673894,BENIGN
79929,12,3,85,313,12943.61447409648,119.66506449575047,3848.34664804557,2209.374706578639,4923.40989301236,1,0.0,0.0,0.0,45,41,127.00457427619659,109.71788422704911,239.49739218763864,148.39497387730194,BENIGN
16823,8,9,466,208,17149.53329316326,379.5443197877234,6637.979788218125,4262.892148795071,3901.175056077201,0,1.0,0.0,0.0,38,28,141.77395829691082,101.42390312553263,408.04249854284143,14.403590521872546,BENIGN
2086,1584,1,42,49,8527769.303471474,6631.943022506017,12.212280533454145,5.833277644307526,45.59863124151192,0,0.0,0.0,0.0,37,5,43513.480317953276,17.351683641847238,13.610092285241056,40.738109146724526,FTP-Patator
10865,19,3,196,77,36309.6948952053,446.91343583534666,5303.6229862145865,5388.462593957254,3713.7349319276723,1,0.0,0.0,0.0,57,30,141.05121114605973,104.52923620827718,258.5008446600762,46.93869281802517,BENIGN
41846,15,9,411,26,31712.546051995854,190.1718511770775,3062.351756381016,6045.2527861481285,1770.6804276339335,0,0.0,0.0,0.0,33,59,169.28125052042367,1.4546112669077147,135.7226174075878,91.883683473315,BENIGN
31386,16,1,83,208,15590.669233818448,322.01109256208514,4426.004682438324,6101.0385970183115,5650.02796699981,0,0.0,0.0,0.0,21,48,85.35734058156082,49.38266974235224,427.7536694487435,62.58191490842168,BENIGN
1003,92,0,97,34,8055833.2270786185,9549.28330192863,20.05290323332829,27.812712857350263,43.705489470513385,1,0.0,0.0,0.0,27,18,29156.148734870156,13.92835429720931,48.545644945393526,39.334810686594984,SSH-Patator
83928,17,13,395,319,5101.062064965679,496.4989905051444,6620.594950765493,3850.817426153742,3521.8390044763596,0,1.0,0.0,0.0,49,46,46.12711345445317,39.89554293199767,144.32727182980125,29.004958917896946,BENIGN
27905,18,10,346,180,21776.32427590754,62.33089639838492,523.2071215196032,4469.9790882773705,1595.0360827892403,1,0.0,0.0,0.0,50,48,6.211011182216511,99.7701967545637,488.409079195914,104.05499995474672,BENIGN
62382,7,12,51,330,26265.32658299463,99.94929607761955,3057.0991469079418,4637.917767152996,3621.138280337441,1,0.0,0.0,0.0,52,58,44.82875142921933,24.088890753284414,200.39616903230143,94.79320890142607,BENIGN
46445,10,3,159,306,1540.9258363602457,153.1996095108659,611.2002374995661,4756.093797534323,5999.191283327446,0,0.0,0.0,0.0,52,48,168.09548005942358,3.0770414607303316,475.82480442803455,31.870003304348042,BENIGN
65925,18,5,270,160,27244.415272196075,126.0585608096102,3864.0387904807403,2121.6416138310524,3093.0928724200076,0,1.0,0.0,0.0,26,55,189.99148067604955,68.92460462128632,482.67037614467506,33.98109740372756,BENIGN
45942,10,11,352,246,20550.256411456776,398.70878836772954,1128.587802844571,2998.3544518896124,6540.504274706601,0,0.0,0.0,0.0,46,52,164.4097063933673,76.43095529250485,166.11507158227113,107.8428617340015,BENIGN
4989,1939,1,98,14,5373214.765890988,96030.44129920966,15.068135590086436,17.614964674999364,23.219072863505183,1,0.0,0.0,0.0,30,16,6688.961780064412,93.98850531804584,83.41913778251612,15.376975435157133,DoS Hulk
73572,19,2,289,261,16238.056815177755,262.95778612416996,6560.4484324656505,6491.442773351486,1568.9858130110736,0,0.0,0.0,0.0,23,53,167.27560287640088,111.31427286797917,401.8165925949338,157.12157359918143,BENIGN
48414,1,10,54,303,30468.74512159788,496.3243809639129,5139.241485326016,5765.1014104929445,2378.7291009485443,0,1.0,0.0,0.0,21,30,82.07613738775201,145.23520503772096,265.2741128219426,29.310854091482614,BENIGN
86530,16,8,96,317,33517.98233695475,303.07217068893397,4843.592754511282,4950.561581478029,3683.592117363075,0,0.0,0.0,0.0,47,34,37.12820951399281,93.54117519131727,499.78954930688883,72.2049151196439,BENIGN
94109,11,14,358,386,28658.996315134707,34.43731905883789,1592.3800006339297,2492.3491335319895,7168.850125640092,0,1.0,0.0,0.0,35,29,145.1094594827851,75.55102044656817,425.907346581473,39.33253476595918,BENIGN
4377,323,2,83,29,5695086.851724411,85154.38304606514,56.95792949905928,47.30022539231603,10.815503257035862,1,0.0,0.0,0.0,37,14,8348.834882870604,42.73350319120171,28.424364815733814,24.02533429329481,PortScan
27160,11,8,184,26,34812.51623498795,472.0340059022263,2076.8557064603583,2783.6920030372326,2878.5285733866453,0,0.0,0.0,0.0,43,33,160.61948749005646,124.34990734618587,443.4882541960002,105.33770973852532,BENIGN
77533,17,5,441,240,19823.17502337932,240.53794279613462,9996.75583495276,2733.348651091764,1190.103081417187,0,0.0,0.0,0.0,55,23,198.26783167870045,66.44127346417088,487.73691478240215,49.22383628476415,BENIGN
21918,10,2,301,172,10614.772028792724,428.405257477761,7035.902932457553,3585.69780070019,1856.3979822343401,0,0.0,0.0,0.0,54,27,76.82942432807813,76.14148104136967,336.713997191363,14.264527595549776,BENIGN
18508,2,5,334,99,12923.879031514678,212.4433643937283,8052.749172902487,3432.438114482306,6110.353279812134,0,1.0,0.0,0.0,26,39,182.6051037348629,61.490353345505,324.065034555119,176.09418320035226,BENIGN
93263,18,8,378,387,42350.8850043927,46.474993458230664,8836.108878453337,7839.453565668286,2018.0696741746901,0,1.0,0.0,0.0,32,32,195.24039247273166,129.22268135871968,321.81724024038937,156.48068171776242,BENIGN
3695,797,5,70,38,2358818.4516577763,52775.68280825601,75.00122004815405,25.00091440464628,18.496842605291967,0,0.0,1.0,0.0,36,4,25023.12621741166,18.99499870762359,80.64486008909483,17.192791492205302,DDoS
75083,12,13,232,126,942.181803811175,208.96027335847933,6229.902231320025,6748.515354798737,7482.693732669101,1,0.0,0.0,0.0,40,40,93.93006246252692,105.48845510645846,100.84296321690627,92.78523957267453,BENIGN
17121,4,2,119,146,49350.21066742886,253.48469771806353,3103.8871432851374,4221.254826172543,3176.714404887331,1,1.0,0.0,0.0,30,38,78.73919988465958,22.247787065346078,259.65798037633687,106.93638603495477,BENIGN
6713,6,6,369,275,21904.874538333686,215.6927522728344,2742.803481555744,691.2718607954638,7657.211316868664,1,1.0,0.0,0.0,44,56,84.72118957191273,108.63013867703319,171.5952416650449,28.700986474367134,BENIGN
81532,10,8,139,35,41312.22383767559,247.41607805032498,1879.2518779302718,4236.389657409286,2549.0482973581957,1,1.0,0.0,0.0,59,23,39.95887448470188,61.93514986932942,384.10175137551784,165.32999994714197,BENIGN
25472,15,4,138,307,17912.992580144044,131.11962910423767,8948.461989039939,6463.042561694787,4000.8464551133634,1,0.0,0.0,0.0,59,42,11.534297962764231,140.21640973594393,407.0508158480708,183.41267163841087,BENIGN
57754,11,6,240,87,35452.271160178214,361.56833358740556,6185.012476374918,4295.464295648184,4583.387338414932,0,1.0,0.0,0.0,33,45,53.62300968763444,109.04596602042758,376.67443530682516,88.35705192088544,BENIGN
55110,13,7,208,120,8470.922397690258,168.6005583724242,3059.5245915113815,6565.499504405716,7671.888809457892,1,1.0,0.0,0.0,40,33,4.027820517076404,56.0617929823226,447.2292880169885,63.02387668533294,BENIGN
39523,11,11,146,153,6776.689934920545,73.82320804890225,3010.2255939916045,5400.199540764675,4768.339167195949,1,0.0,0.0,0.0,21,43,94.80674619442094,35.326562713472946,66.46890413540807,70.27339138083246,BENIGN
36739,7,13,267,114,34197.610060138395,17.155442683043436,8617.25602629614,907.3653791333978,5925.328287060087,0,1.0,0.0,0.0,48,33,56.14059166692114,147.050605674751,187.7067525371562,174.32294054393986,BENIGN
52875,16,8,268,31,41105.1078620579,348.8633975746523,5403.7951364067785,202.69625302005102,5919.613302930606,1,0.0,0.0,0.0,21,34,14.004746708630861,38.19979577499027,149.90210219117682,181.3438440286853,BENIGN
